annee,mois,type_profil,heure,p_normalise,prix_base_eur_mwh,prix_haut_eur_mwh,prix_bas_eur_mwh,bl_base_eur_mwh,bl_haut_eur_mwh,bl_bas_eur_mwh,prix_base_p10_eur_mwh,prix_base_p25_eur_mwh,prix_base_p50_eur_mwh,prix_base_p75_eur_mwh,prix_base_p90_eur_mwh,freq_neg_base,prix_haut_p10_eur_mwh,prix_haut_p25_eur_mwh,prix_haut_p50_eur_mwh,prix_haut_p75_eur_mwh,prix_haut_p90_eur_mwh,freq_neg_haut,prix_bas_p10_eur_mwh,prix_bas_p25_eur_mwh,prix_bas_p50_eur_mwh,prix_bas_p75_eur_mwh,prix_bas_p90_eur_mwh,freq_neg_bas
2027,1,Jour ouvré,0,0.825195,65.2344,65.8835,63.9362,79.0533,79.8399,77.4801,115.2954,83.5944,55.8994,29.1294,6.6394,0.092,129.5485,86.7585,62.906,34.0735,7.9285,0.074,127.6012,84.8112,55.3012,32.6012,5.9812,0.075
2027,1,Jour ouvré,1,0.80303,63.4822,64.1138,62.2188,79.0533,79.8399,77.4801,118.5832,83.4897,53.7822,28.8222,-3.1078,0.104,133.0038,86.3788,60.1638,31.9088,4.4038,0.089,131.1088,84.4838,52.6288,30.7588,5.8188,0.08
2027,1,Jour ouvré,2,0.787727,62.2725,62.8921,61.0332,79.0533,79.8399,77.4801,115.7437,81.5987,53.4587,27.5687,-4.3313,0.133,131.5283,85.5483,56.0083,30.2133,-1.7617,0.109,129.6695,83.6895,52.3495,30.132,-3.2805,0.102
2027,1,Jour ouvré,3,0.749145,59.2224,59.8117,58.0438,79.0533,79.8399,77.4801,113.6419,78.5724,50.6349,24.9449,-5.0,0.133,126.1042,86.2117,55.2242,27.7742,-5.0,0.109,124.3363,79.0263,50.2238,26.7563,-5.0,0.11
2027,1,Jour ouvré,4,0.733645,57.997,58.5741,56.8429,79.0533,79.8399,77.4801,103.6633,75.2808,45.4933,19.7758,-5.0,0.173,119.2204,77.3729,47.3704,20.7004,-5.0,0.155,117.4891,76.041,44.9491,21.7891,-5.0,0.161
2027,1,Jour ouvré,5,0.793692,62.744,63.3683,61.4954,79.0533,79.8399,77.4801,112.004,76.2115,47.179,22.174,-5.0,0.117,122.2083,80.2083,51.0583,23.3183,-0.6317,0.105,120.3354,78.3354,46.1629,22.1754,-2.5046,0.113
2027,1,Jour ouvré,6,0.903997,71.4639,72.175,70.0418,79.0533,79.8399,77.4801,128.9214,91.9239,65.4114,35.8214,17.5614,0.061,140.3825,95.5725,68.3025,39.3725,19.9725,0.06,138.2493,93.3393,61.3068,37.2393,21.8793,0.046
2027,1,Jour ouvré,7,1.105502,87.3936,88.2632,85.6544,79.0533,79.8399,77.4801,160.4486,111.0886,81.5186,48.3886,27.5086,0.0,161.3182,113.5982,84.3982,55.1782,33.3182,0.0,158.7354,111.8694,78.6994,51.8494,34.1094,0.0
2027,1,Jour ouvré,8,1.250628,98.8662,99.85,96.8988,79.0533,79.8399,77.4801,172.2712,133.3112,85.2512,50.6412,26.2612,0.0,200.185,136.7675,89.2225,54.8875,29.965,0.0,187.2138,131.3438,82.4038,51.9363,29.5538,0.0
2027,1,Jour ouvré,9,1.230184,97.2501,98.2177,95.3147,79.0533,79.8399,77.4801,177.3251,133.9251,85.8551,53.4951,30.9951,0.0,186.8627,136.3621,87.6952,55.5702,32.1727,0.0,184.3807,125.1072,83.8247,52.4397,31.6297,0.0
2027,1,Jour ouvré,10,1.140778,90.1823,91.0796,88.3876,79.0533,79.8399,77.4801,163.4923,115.1148,79.0623,47.9998,28.3323,0.02,175.3896,125.1665,84.5871,56.2871,32.8206,0.007,167.2976,112.3976,77.2676,50.6476,32.8656,0.005
2027,1,Jour ouvré,11,1.022573,80.8378,81.6421,79.2291,79.0533,79.8399,77.4801,151.7078,110.9278,73.4178,44.3578,27.9578,0.02,174.5521,116.8921,76.6521,49.0996,30.5351,0.0,169.6591,104.6791,73.1391,45.7691,31.0691,0.005
2027,1,Jour ouvré,12,0.973727,76.9764,77.7423,75.4445,79.0533,79.8399,77.4801,139.7464,101.6164,70.4789,44.5364,27.3964,0.0,155.4423,106.4398,74.6148,48.1723,30.0523,0.0,153.1445,99.287,70.0745,44.9945,30.8245,0.0
2027,1,Jour ouvré,13,0.928298,73.385,74.1152,71.9246,79.0533,79.8399,77.4801,142.1525,95.9925,66.78,43.35,27.5725,0.02,149.8827,100.1552,70.4927,46.6727,30.3127,0.007,147.5221,94.7221,65.3196,43.6621,30.0021,0.011
2027,1,Jour ouvré,14,0.965381,76.3165,77.0759,74.7978,79.0533,79.8399,77.4801,148.2315,95.8515,68.6615,40.9515,26.4415,0.038,153.4609,101.1809,74.6772,46.4209,28.3109,0.029,147.4228,96.5228,66.8803,42.7028,30.6828,0.019
2027,1,Jour ouvré,15,1.014412,80.1926,80.9906,78.5968,79.0533,79.8399,77.4801,148.1314,98.0714,70.3514,40.2714,24.9014,0.038,155.1793,107.3793,73.9393,45.7668,30.6793,0.029,149.9755,97.8955,68.0455,40.9755,29.6085,0.019
2027,1,Jour ouvré,16,1.029398,81.3773,82.187,79.7579,79.0533,79.8399,77.4801,139.0498,105.8198,68.6198,36.1298,29.6998,0.031,155.1295,112.1545,72.9995,40.7095,31.1195,0.017,151.7604,107.5904,67.6404,35.2379,29.5304,0.013
2027,1,Jour ouvré,17,1.173613,92.7779,93.7011,90.9316,79.0533,79.8399,77.4801,161.5329,116.4754,79.3829,43.2029,30.9829,0.02,172.6261,126.4536,85.3811,52.6261,32.5761,0.007,168.0566,124.3647,77.5366,42.8466,32.7266,0.005
2027,1,Jour ouvré,18,1.297925,102.6052,103.6262,100.5633,79.0533,79.8399,77.4801,177.8552,133.2802,92.7452,54.4302,35.2632,0.0,187.2012,139.0112,95.2812,60.9112,39.1712,0.0,175.8133,135.9483,88.3533,57.2408,41.1583,0.0
2027,1,Jour ouvré,19,1.250454,98.8525,99.8361,96.8853,79.0533,79.8399,77.4801,161.2025,127.8475,88.6325,56.4225,39.0225,0.0,182.6061,135.3261,94.8586,62.6161,42.4661,0.0,172.4553,132.3753,84.1253,58.1753,40.1553,0.0
2027,1,Jour ouvré,20,1.115999,88.2234,89.1012,86.4677,79.0533,79.8399,77.4801,145.8009,109.9909,79.5734,48.0709,29.8709,0.0,157.3887,119.1637,83.7087,52.4287,36.7187,0.0,149.0052,116.5302,76.9152,49.7952,34.0852,0.0
2027,1,Jour ouvré,21,1.000687,79.1076,79.8947,77.5333,79.0533,79.8399,77.4801,136.5613,100.0813,74.0413,40.9413,25.0513,0.0,145.7785,104.4285,76.0335,45.0685,31.3385,0.0,140.567,102.067,72.467,41.697,28.977,0.0
2027,1,Jour ouvré,22,0.989605,78.2316,79.01,76.6747,79.0533,79.8399,77.4801,133.0303,96.9903,71.4103,38.9903,25.2003,0.0,143.2987,104.0487,75.1487,45.5787,30.0487,0.0,136.0335,101.7135,69.8535,42.7335,27.7135,0.0
2027,1,Jour ouvré,23,0.914406,72.2868,73.0061,70.8483,79.0533,79.8399,77.4801,123.2206,91.7906,66.2206,36.6406,21.0306,0.002,132.5399,96.4399,68.9199,41.9399,22.8799,0.009,129.3321,94.2071,64.7821,39.1146,21.4521,0.009
2027,1,Week-end / J. Férié,0,1.010936,79.9179,80.7131,78.3275,79.0533,79.8399,77.4801,134.7279,99.9404,74.8279,45.8979,36.8479,0.041,135.5231,100.7356,75.6231,46.4931,20.6231,0.057,133.1375,95.0075,72.2075,44.3075,35.2575,0.034
2027,1,Week-end / J. Férié,1,0.946418,74.8174,75.5619,73.3285,79.0533,79.8399,77.4801,130.3249,93.3724,66.0649,46.6449,30.5649,0.041,131.0694,94.4994,66.8094,40.0994,15.2294,0.057,128.836,92.266,64.1935,42.266,29.076,0.034
2027,1,Week-end / J. Férié,2,0.908224,71.7981,72.5125,70.3693,79.0533,79.8399,77.4801,128.0568,89.8968,60.8968,39.3668,20.1868,0.041,128.7712,90.7662,61.6112,36.9412,12.3612,0.057,126.628,88.468,58.778,37.938,18.758,0.034
2027,1,Week-end / J. Férié,3,0.841976,66.561,67.2233,65.2364,79.0533,79.8399,77.4801,125.431,89.271,57.156,40.171,16.961,0.041,126.0933,89.9333,53.8133,40.2233,11.0133,0.057,124.1064,87.9464,51.8264,38.2364,15.6364,0.034
2027,1,Week-end / J. Férié,4,0.809164,63.9671,64.6036,62.6941,79.0533,79.8399,77.4801,120.4971,87.5971,52.6771,35.6871,13.5771,0.055,121.1336,88.2336,52.4136,36.0236,3.3136,0.057,119.2241,86.3241,50.5041,34.4141,12.3041,0.076
2027,1,Week-end / J. Férié,5,0.809117,63.9634,64.5998,62.6905,79.0533,79.8399,77.4801,121.0984,90.3934,55.5684,38.2484,16.0684,0.041,121.7348,91.0586,53.2573,37.9848,8.2548,0.057,119.8255,89.1205,51.348,36.7755,14.7955,0.034
2027,1,Week-end / J. Férié,6,0.845867,66.8686,67.534,65.5379,79.0533,79.8399,77.4801,124.0736,86.2261,58.7311,36.9236,16.5236,0.041,124.739,88.1608,59.3965,37.099,7.139,0.057,122.7429,84.8954,53.8729,35.0729,15.1929,0.058
2027,1,Week-end / J. Férié,7,0.912264,72.1175,72.835,70.6823,79.0533,79.8399,77.4801,128.4075,96.6125,65.6025,40.2675,28.0675,0.041,129.825,97.6225,66.32,40.025,12.495,0.057,127.0423,95.1773,60.0623,37.8723,26.6323,0.058
2027,1,Week-end / J. Férié,8,0.969247,76.6222,77.3846,75.0973,79.0533,79.8399,77.4801,139.1122,104.5822,71.7722,42.8122,23.2222,0.041,140.1346,102.0871,72.5346,43.3946,19.0796,0.057,137.8473,100.6142,70.0573,41.1073,21.6973,0.034
2027,1,Week-end / J. Férié,9,1.01487,80.2288,81.0271,78.6322,79.0533,79.8399,77.4801,151.9688,110.7338,75.9838,48.4688,24.8663,0.041,152.7671,111.5321,76.7821,49.2671,20.1971,0.057,150.3722,107.5897,74.3822,43.0722,23.2697,0.034
2027,1,Week-end / J. Férié,10,1.008863,79.7539,80.5475,78.1668,79.0533,79.8399,77.4801,149.3039,107.9914,74.6539,44.8939,18.5689,0.041,150.0975,108.785,75.4475,45.6875,19.3625,0.057,147.7168,104.4568,61.1193,43.3068,21.7068,0.034
2027,1,Week-end / J. Férié,11,0.963148,76.14,76.8976,74.6248,79.0533,79.8399,77.4801,142.36,93.39,67.0,45.38,30.83,0.041,143.1176,94.1476,67.7576,45.3376,28.3076,0.057,140.8448,90.1348,62.9048,40.6048,29.3148,0.034
2027,1,Week-end / J. Férié,12,0.975176,77.0909,77.858,75.5568,79.0533,79.8399,77.4801,129.6347,92.4247,64.0847,45.2747,31.9247,0.041,130.4017,95.7667,64.8517,46.0417,29.6117,0.057,128.1005,90.8905,61.8605,43.0305,30.3905,0.034
2027,1,Week-end / J. Férié,13,0.919223,72.6676,73.3906,71.2215,79.0533,79.8399,77.4801,123.7776,92.9276,63.7676,40.8276,23.7376,0.041,124.5006,93.6506,64.4906,41.5506,24.4606,0.057,122.3315,90.494,61.3215,39.1215,22.4815,0.034
2027,1,Week-end / J. Férié,14,0.957159,75.6666,76.4195,74.1607,79.0533,79.8399,77.4801,130.3216,94.9191,67.3316,41.0516,27.5396,0.041,131.0745,98.9645,68.0845,41.8045,24.6745,0.057,128.8157,89.5857,59.6182,37.1457,26.4357,0.034
2027,1,Week-end / J. Férié,15,1.006952,79.6028,80.3949,78.0187,79.0533,79.8399,77.4801,132.8628,101.8103,76.1728,44.4928,33.0268,0.0,136.6449,102.8049,76.9649,45.2849,25.7549,0.0,131.2787,100.2262,68.9912,41.3087,32.3387,0.0
2027,1,Week-end / J. Férié,16,1.034541,81.7839,82.5976,80.1563,79.0533,79.8399,77.4801,128.0089,105.6289,79.5589,47.4789,31.0289,0.0,128.8226,108.5926,80.3726,48.0451,31.8426,0.0,126.3813,104.0013,73.8613,44.8613,28.0813,0.0
2027,1,Week-end / J. Férié,17,1.156207,91.402,92.3114,89.583,79.0533,79.8399,77.4801,149.022,112.482,86.582,52.312,46.672,0.0,149.9314,113.3914,87.4914,52.6814,46.3514,0.0,147.203,110.663,82.3305,49.953,43.623,0.0
2027,1,Week-end / J. Férié,18,1.28774,101.8001,102.8131,99.7742,79.0533,79.8399,77.4801,172.6901,136.6676,98.5201,60.4701,55.9901,0.0,173.7031,137.6806,100.0231,61.4831,55.6831,0.0,170.6642,134.6417,93.2942,58.4442,52.6442,0.0
2027,1,Week-end / J. Férié,19,1.318365,104.2211,105.2581,102.147,79.0533,79.8399,77.4801,174.8861,137.0011,99.8061,65.0061,60.4401,0.0,175.9231,138.0381,100.8431,66.0431,60.9731,0.0,172.812,134.927,91.312,62.932,58.422,0.0
2027,1,Week-end / J. Férié,20,1.175581,92.9336,93.8583,91.0842,79.0533,79.8399,77.4801,152.8848,118.5323,86.7148,55.7573,48.3338,0.0,153.8096,118.4008,87.6396,56.6896,47.6296,0.0,151.0354,115.5804,79.9154,53.8854,46.6654,0.0
2027,1,Week-end / J. Férié,21,1.076254,85.0815,85.928,83.3883,79.0533,79.8399,77.4801,140.2602,108.4877,73.0852,47.6902,37.6602,0.0,141.1068,107.9805,77.9968,48.5368,38.5068,0.0,138.567,104.9895,66.767,46.727,37.127,0.0
2027,1,Week-end / J. Férié,22,1.065189,84.2067,85.0446,82.531,79.0533,79.8399,77.4801,134.4455,106.3155,73.4705,46.3155,37.2455,0.0,135.2833,106.1577,76.8533,47.1533,39.8433,0.0,132.7697,103.3122,69.2497,44.6397,35.5697,0.0
2027,1,Week-end / J. Férié,23,0.987521,78.0668,78.8435,76.5132,79.0533,79.8399,77.4801,120.0218,101.3918,69.6018,45.3518,31.9018,0.0,127.0385,103.7785,70.3785,46.1285,32.6785,0.0,124.7082,99.8382,64.4782,43.7982,30.3482,0.0
2027,2,Jour ouvré,0,0.96491,76.2793,77.0383,74.7613,79.0533,79.8399,77.4801,144.1568,128.1568,63.5068,40.3368,18.1718,0.013,144.9648,129.4558,60.9908,37.2658,20.1383,0.015,143.1288,127.1788,69.8888,38.8188,18.3288,0.005
2027,2,Jour ouvré,1,0.852739,67.4118,68.0826,66.0703,79.0533,79.8399,77.4801,134.2118,119.7518,54.2618,33.2118,8.9443,0.029,136.6626,121.5126,54.2226,30.3382,9.4351,0.033,134.6503,119.5003,59.6528,31.4103,8.7203,0.02
2027,2,Jour ouvré,2,0.785199,62.0725,62.6902,60.8373,79.0533,79.8399,77.4801,136.2925,120.1625,52.9425,33.6025,6.9975,0.048,138.1002,120.9302,53.5602,32.6577,7.6152,0.037,136.2473,119.0773,55.6973,33.4573,11.4798,0.05
2027,2,Jour ouvré,3,0.642587,50.7986,51.3041,49.7877,79.0533,79.8399,77.4801,123.1686,107.0186,45.3886,24.2586,-0.4564,0.104,126.5841,107.5241,45.2141,18.0041,0.0491,0.099,125.0677,106.0077,44.7277,23.2477,-0.0173,0.101
2027,2,Jour ouvré,4,0.645902,51.0607,51.5687,50.0445,79.0533,79.8399,77.4801,122.0007,105.4507,43.4607,22.2907,-1.9693,0.127,125.0987,105.9887,43.9187,9.9012,-1.3913,0.133,123.5745,106.2145,43.0345,24.8545,-2.3455,0.12
2027,2,Jour ouvré,5,0.791019,62.5326,63.1549,61.2882,79.0533,79.8399,77.4801,133.7226,118.7126,54.7226,33.7326,6.0426,0.051,137.4549,122.8149,50.9574,32.8849,11.3749,0.037,133.4882,121.0382,54.8182,32.4882,10.7382,0.042
2027,2,Jour ouvré,6,1.001695,79.1873,79.9753,77.6115,79.0533,79.8399,77.4801,152.3723,130.3723,59.9223,38.3723,22.7823,0.024,156.4303,131.4703,58.8403,39.4603,21.0703,0.0,151.0965,132.5265,60.0265,38.0365,21.2065,0.031
2027,2,Jour ouvré,7,1.175876,92.9569,93.8819,91.107,79.0533,79.8399,77.4801,185.6469,155.1469,77.7669,52.3969,44.9979,0.0,186.0119,156.0719,79.9344,53.3719,45.9319,0.0,182.167,155.637,87.877,54.0545,43.157,0.0
2027,2,Jour ouvré,8,1.407767,111.2886,112.3959,109.0739,79.0533,79.8399,77.4801,191.8186,160.1886,78.2536,46.4911,39.3786,0.011,194.6859,161.9259,81.5559,47.5984,40.4859,0.0,188.6769,158.6039,87.9789,45.6139,37.1639,0.008
2027,2,Jour ouvré,9,1.288895,101.8914,102.9052,99.8637,79.0533,79.8399,77.4801,167.5889,156.2489,83.3889,51.0589,36.8654,0.011,174.8127,157.2627,86.5227,52.0727,37.7127,0.0,171.7712,154.2212,88.8937,49.9112,34.8562,0.013
2027,2,Jour ouvré,10,1.024205,80.9668,81.7724,79.3555,79.0533,79.8399,77.4801,156.3268,141.1368,69.858,45.4168,23.3368,0.052,160.1424,145.8624,70.9424,46.2224,21.0274,0.039,157.7255,143.4755,73.2655,44.0755,21.7255,0.055
2027,2,Jour ouvré,11,0.944971,74.7031,75.4464,73.2165,79.0533,79.8399,77.4801,144.0831,128.6431,64.1319,42.1831,18.9656,0.082,147.1064,129.6264,65.2839,42.9264,7.2164,0.087,145.4765,129.4965,67.3365,41.2365,17.479,0.07
2027,2,Jour ouvré,12,0.917073,72.4977,73.2191,71.0549,79.0533,79.8399,77.4801,134.9077,116.9577,55.5977,38.4977,10.6102,0.074,136.0591,122.2691,57.2153,39.2191,4.4616,0.079,133.8949,120.3449,62.8724,37.3549,9.1674,0.071
2027,2,Jour ouvré,13,0.818294,64.6889,65.3325,63.4015,79.0533,79.8399,77.4801,133.9614,115.8814,54.7214,34.6014,6.0964,0.088,136.085,119.6725,57.345,35.245,4.6875,0.097,134.154,117.624,57.8415,35.674,4.809,0.084
2027,2,Jour ouvré,14,0.826411,65.3306,65.9806,64.0304,79.0533,79.8399,77.4801,131.7581,113.6681,51.8881,32.3581,13.9481,0.088,132.4081,115.5081,54.4756,33.0081,13.8031,0.097,130.4579,114.5079,56.0579,31.2179,12.6479,0.084
2027,2,Jour ouvré,15,0.859579,67.9526,68.6287,66.6003,79.0533,79.8399,77.4801,137.3626,117.0051,55.3526,34.2626,19.8426,0.085,139.2087,117.6812,57.9362,34.9387,13.8837,0.088,136.0103,116.9703,57.2603,34.0003,18.4903,0.071
2027,2,Jour ouvré,16,0.898483,71.028,71.7348,69.6145,79.0533,79.8399,77.4801,143.888,121.888,56.588,37.348,18.4305,0.072,146.0428,122.8548,57.4948,37.8542,15.4423,0.076,142.4745,122.5145,56.3645,36.4145,17.017,0.06
2027,2,Jour ouvré,17,1.038741,82.1159,82.933,80.4817,79.0533,79.8399,77.4801,161.8784,140.6084,68.2309,44.7284,26.2509,0.005,163.5755,141.2605,68.3667,45.5455,21.5605,0.0,160.2442,139.0717,76.9992,43.0942,24.6167,0.026
2027,2,Jour ouvré,18,1.34055,105.9749,107.0294,103.8659,79.0533,79.8399,77.4801,182.2049,156.8724,83.4424,51.3249,39.8859,0.0,183.2594,157.9269,85.1394,52.3794,38.9694,0.0,180.0959,154.7634,93.2234,51.3559,38.2659,0.0
2027,2,Jour ouvré,19,1.429472,113.0045,114.1289,110.7556,79.0533,79.8399,77.4801,188.1195,161.1995,91.4595,58.3395,45.0495,0.0,189.8039,163.1439,93.3139,62.4939,46.1139,0.0,185.8706,160.5431,98.3756,60.2106,42.8006,0.0
2027,2,Jour ouvré,20,1.236363,97.7386,98.7111,95.7935,79.0533,79.8399,77.4801,161.2761,146.7761,67.9661,44.5161,33.2361,0.011,167.7986,151.9886,68.9386,45.4886,34.2086,0.0,158.899,150.401,71.606,44.621,32.421,0.003
2027,2,Jour ouvré,21,1.089139,86.1,86.9567,84.3866,79.0533,79.8399,77.4801,149.22,139.27,59.35,38.08,23.435,0.024,152.3117,140.5567,60.2067,37.1867,21.5842,0.023,149.5966,138.3566,57.7566,37.3366,21.7216,0.019
2027,2,Jour ouvré,22,1.059419,83.7506,84.5839,82.0839,79.0533,79.8399,77.4801,143.4306,133.2406,55.6906,33.7306,24.9824,0.026,144.4839,135.3764,56.5239,34.5639,25.8157,0.027,141.9839,131.9839,58.4839,32.0639,23.6739,0.028
2027,2,Jour ouvré,23,0.960711,75.9473,76.703,74.436,79.0533,79.8399,77.4801,138.0173,123.1773,51.3073,31.2973,17.8123,0.054,140.163,124.013,52.163,31.163,18.568,0.053,137.096,121.996,54.966,29.796,16.351,0.045
2027,2,Week-end / J. Férié,0,1.19754,94.6695,95.6115,92.7855,79.0533,79.8399,77.4801,155.2845,139.5545,71.9145,49.4445,24.5545,0.0,156.2265,140.4965,72.8565,50.3865,33.3515,0.0,153.4005,137.6705,71.5605,47.5605,30.5255,0.0
2027,2,Week-end / J. Férié,1,1.088404,86.0419,86.8981,84.3297,79.0533,79.8399,77.4801,149.4882,133.0882,68.2682,44.6782,21.1382,0.0,150.3443,133.9443,68.9443,45.5343,23.9943,0.0,147.7759,131.3759,66.5559,42.9659,21.4259,0.0
2027,2,Week-end / J. Férié,2,1.05299,83.2423,84.0706,81.5858,79.0533,79.8399,77.4801,141.0773,125.2373,61.8073,41.1973,13.5973,0.0,144.9756,126.0656,62.5756,42.0256,14.4256,0.0,139.7278,123.5808,60.1508,40.1408,11.9408,0.0
2027,2,Week-end / J. Férié,3,0.87616,69.2633,69.9525,67.8849,79.0533,79.8399,77.4801,127.5883,109.1183,53.3683,33.5483,2.6183,0.031,128.2775,109.8075,54.0575,34.2375,5.4175,0.021,126.2099,107.7399,52.2899,35.4899,5.6624,0.02
2027,2,Week-end / J. Férié,4,0.771831,61.0158,61.6229,59.8015,79.0533,79.8399,77.4801,127.092,102.822,53.292,33.112,4.4645,0.072,128.2491,103.4291,53.8991,33.7191,5.0716,0.021,125.9328,101.6078,52.2678,32.0878,3.2503,0.064
2027,2,Week-end / J. Férié,5,0.814654,64.4011,65.0419,63.1195,79.0533,79.8399,77.4801,130.3486,107.0086,56.4686,32.6286,7.4961,0.0,131.7094,107.6494,57.1094,33.2694,8.1369,0.0,129.139,105.727,56.027,38.367,6.2145,0.041
2027,2,Week-end / J. Férié,6,0.855998,67.6695,68.3428,66.3228,79.0533,79.8399,77.4801,131.7395,107.3195,57.8195,33.3195,6.6995,0.052,132.4128,107.9928,58.4928,33.9928,7.3728,0.021,131.0628,105.9728,56.4728,35.4128,5.3528,0.062
2027,2,Week-end / J. Férié,7,0.965577,76.3321,77.0916,74.813,79.0533,79.8399,77.4801,141.8308,125.1008,71.9008,38.0408,5.4333,0.031,148.2303,117.4678,68.6303,38.8003,6.9553,0.021,140.8758,112.3918,70.3818,38.3918,8.2018,0.041
2027,2,Week-end / J. Férié,8,1.015706,80.2949,81.0939,78.697,79.0533,79.8399,77.4801,151.7037,127.3837,74.8087,41.7837,12.5512,0.0,148.4426,129.8626,72.3726,42.5826,13.7376,0.0,146.0458,127.4658,73.2108,43.6458,17.0358,0.0
2027,2,Week-end / J. Férié,9,0.985543,77.9104,78.6857,76.36,79.0533,79.8399,77.4801,156.6904,128.7804,72.0504,42.2204,22.5554,0.0,157.4657,129.6582,72.8257,42.9957,10.6832,0.0,155.14,127.64,70.5,43.53,21.8,0.046
2027,2,Week-end / J. Férié,10,0.770195,60.8864,61.4923,59.6748,79.0533,79.8399,77.4801,143.5514,113.0714,53.9214,31.6814,3.4489,0.093,144.1573,113.6773,54.5273,32.2873,-1.7577,0.105,142.3398,111.8598,51.7898,35.6398,16.4898,0.076
2027,2,Week-end / J. Férié,11,0.748494,59.1709,59.7597,57.9934,79.0533,79.8399,77.4801,138.7759,111.8959,52.5259,32.8159,3.7709,0.093,139.3647,112.4847,53.1147,33.4047,-5.0,0.105,137.5984,108.9984,51.3484,31.6384,10.1384,0.076
2027,2,Week-end / J. Férié,12,0.709978,56.1261,56.6846,55.0092,79.0533,79.8399,77.4801,130.9511,103.0211,48.9311,26.6311,7.3111,0.068,131.5096,108.0096,49.4896,27.1896,6.4721,0.081,129.8342,106.3342,47.8142,28.2242,6.1942,0.064
2027,2,Week-end / J. Férié,13,0.685578,54.1972,54.7364,53.1186,79.0533,79.8399,77.4801,117.2472,104.1572,49.0372,29.3772,5.0847,0.068,127.6864,105.0264,49.5764,29.9164,3.8564,0.081,126.0686,103.4086,45.1811,28.2986,4.0061,0.064
2027,2,Week-end / J. Férié,14,0.708712,56.026,56.5835,54.911,79.0533,79.8399,77.4801,116.061,103.341,45.901,21.761,9.131,0.068,116.6185,103.8985,46.4585,22.3185,5.596,0.081,114.946,102.226,41.306,20.706,8.016,0.064
2027,2,Week-end / J. Férié,15,0.745719,58.9515,59.5381,57.7783,79.0533,79.8399,77.4801,116.1603,103.5903,50.7603,25.4403,7.4778,0.093,116.7468,104.1768,51.3468,26.0268,-1.1357,0.105,117.8971,102.4171,49.5871,24.7671,17.7171,0.076
2027,2,Week-end / J. Férié,16,0.761024,60.1615,60.7601,58.9643,79.0533,79.8399,77.4801,135.2465,107.9065,54.3065,27.2965,7.659,0.093,135.8451,108.5051,54.9051,26.5451,-0.8299,0.105,134.0493,106.7093,53.1093,26.9193,15.3193,0.076
2027,2,Week-end / J. Férié,17,1.009253,79.7848,80.5786,78.197,79.0533,79.8399,77.4801,146.1148,127.2548,76.1323,37.4248,24.8273,0.0,146.9086,128.0486,76.9261,37.2986,13.1486,0.0,148.137,125.667,74.5445,38.317,31.307,0.025
2027,2,Week-end / J. Férié,18,1.508176,119.2263,120.4126,116.8536,79.0533,79.8399,77.4801,168.3275,152.7375,95.075,55.1875,41.6375,0.0,169.5139,152.0539,99.0339,56.1939,42.8239,0.0,168.6949,150.3649,95.4749,56.7749,39.5649,0.0
2027,2,Week-end / J. Férié,19,1.576353,124.6159,125.8559,122.136,79.0533,79.8399,77.4801,171.3834,158.7834,99.9409,64.3009,51.1934,0.0,173.5834,160.0234,119.9834,66.0434,53.4309,0.0,169.8635,154.8835,116.2635,62.3235,49.711,0.0
2027,2,Week-end / J. Férié,20,1.451873,114.7753,115.9174,112.4912,79.0533,79.8399,77.4801,165.6966,155.2066,87.0791,55.4666,37.8466,0.0,166.8386,156.3486,101.8586,56.6086,38.6086,0.0,165.7225,152.8625,98.4325,59.175,47.6925,0.0
2027,2,Week-end / J. Férié,21,1.243717,98.3199,99.2982,96.3633,79.0533,79.8399,77.4801,155.8599,143.3299,81.5599,50.3399,30.5699,0.0,156.8382,144.3082,82.6782,51.3182,29.8582,0.0,154.0933,141.3733,79.7433,49.6321,38.1233,0.0
2027,2,Week-end / J. Férié,22,1.241375,98.1348,99.1113,96.1819,79.0533,79.8399,77.4801,153.4361,142.9361,82.9761,50.9861,34.8461,0.0,154.4125,144.935,83.9525,51.9625,30.8425,0.0,151.6231,141.9231,90.2956,49.6988,42.0831,0.0
2027,2,Week-end / J. Férié,23,1.215151,96.0617,97.0175,94.15,79.0533,79.8399,77.4801,145.853,134.108,70.238,44.6455,31.638,0.0,147.3938,135.0638,71.1938,45.6013,28.4838,0.0,144.5263,132.1963,87.2738,42.8263,37.2963,0.0
2027,3,Jour ouvré,0,1.015585,80.2854,81.0842,78.6876,79.0533,79.8399,77.4801,142.3754,112.8554,72.9654,53.8254,32.6754,0.0,138.9342,103.9742,73.7642,54.6242,33.4555,0.0,136.5376,105.5676,71.8076,50.7976,31.0776,0.0
2027,3,Jour ouvré,1,0.951833,75.2455,75.9942,73.7481,79.0533,79.8399,77.4801,135.6155,100.823,67.5155,48.763,29.4755,0.0,128.0542,98.5542,68.4242,49.8242,31.5702,0.0,125.8081,99.3256,66.6781,46.6181,27.9781,0.0
2027,3,Jour ouvré,2,0.908272,71.8019,72.5164,70.373,79.0533,79.8399,77.4801,129.6919,98.5719,61.8019,45.9919,24.8719,0.0,124.7064,97.492,62.5164,46.5364,28.1964,0.0,121.4905,97.0155,61.183,43.8805,23.443,0.009
